timestamp,actual,forecasted
2026-04-24 23:08:48.951419,124.0547,123.82277
2026-04-24 23:08:49.951419,124.2483,124.28758
2026-04-24 23:08:50.951419,124.5939,124.57557
2026-04-24 23:08:51.951419,124.7758,124.96078
2026-04-24 23:08:52.951419,125.0257,124.58752
2026-04-24 23:08:53.951419,125.3693,124.95048
2026-04-24 23:08:54.951419,125.6788,124.98522
2026-04-24 23:08:55.951419,125.9381,125.26569
2026-04-24 23:08:56.951419,126.2029,125.681915
2026-04-24 23:08:57.951419,126.4325,125.86504
2026-04-24 23:08:58.951419,126.5372,126.15817
2026-04-24 23:08:59.951419,126.5963,126.514046
2026-04-24 23:09:00.951419,126.6963,126.38627
2026-04-24 23:09:01.951419,126.7969,126.98096
2026-04-24 23:09:02.951419,127.0109,126.805984
2026-04-24 23:09:03.951419,127.2494,127.0139
2026-04-24 23:09:04.951419,127.6003,126.94887
2026-04-24 23:09:05.951419,127.8619,127.08913
2026-04-24 23:09:06.951419,128.2201,127.1807
2026-04-24 23:09:07.951419,128.3638,127.506714
2026-04-24 23:09:08.951419,128.1073,127.71905
2026-04-24 23:09:09.951419,127.8932,128.2479
2026-04-24 23:09:10.951419,127.6565,128.14023
2026-04-24 23:09:11.951419,127.4516,128.5796
2026-04-24 23:09:12.951419,127.2641,128.64966
2026-04-24 23:09:13.951419,127.4541,128.39417
2026-04-24 23:09:14.951419,127.7178,128.09169
2026-04-24 23:09:15.951419,127.9205,128.0759
2026-04-24 23:09:16.951419,128.204,127.79014
2026-04-24 23:09:17.951419,128.397,127.78355
2026-04-24 23:09:18.951419,128.6791,127.90871
2026-04-24 23:09:19.951419,128.9434,128.14186
2026-04-24 23:09:20.951419,129.3058,128.34413
2026-04-24 23:09:21.951419,129.4609,128.57458
2026-04-24 23:09:22.951419,129.7446,128.70828
2026-04-24 23:09:23.951419,129.5922,128.85205
2026-04-24 23:09:24.951419,129.5102,129.02095
2026-04-24 23:09:25.951419,129.4886,129.32068
2026-04-24 23:09:26.951419,129.4889,129.53091
2026-04-24 23:09:27.951419,129.3486,129.7876
2026-04-24 23:09:28.951419,129.2565,129.61446
2026-04-24 23:09:29.951419,128.986,129.57272
2026-04-24 23:09:30.951419,128.9194,129.46173
2026-04-24 23:09:31.951419,128.6767,129.41937
2026-04-24 23:09:32.951419,128.4924,129.33379
2026-04-24 23:09:33.951419,128.5703,129.25447
2026-04-24 23:09:34.951419,128.6295,128.9864
2026-04-24 23:09:35.951419,128.7314,128.77733
2026-04-24 23:09:36.951419,128.9156,128.67577
2026-04-24 23:09:37.951419,129.0832,128.60498
2026-04-24 23:09:38.951419,129.0053,128.67589
2026-04-24 23:09:39.951419,128.914,128.82181
2026-04-24 23:09:40.951419,128.7765,128.9338
2026-04-24 23:09:41.951419,128.7321,129.11949
2026-04-24 23:09:42.951419,128.7431,129.1826
2026-04-24 23:09:43.951419,128.7821,129.21182
2026-04-24 23:09:44.951419,128.7908,129.10703
2026-04-24 23:09:45.951419,128.8041,129.01788
2026-04-24 23:09:46.951419,128.8282,128.78331
2026-04-24 23:09:47.951419,128.7257,128.9984
2026-04-24 23:09:48.951419,128.892,129.08846
2026-04-24 23:09:49.951419,128.9639,129.15308
2026-04-24 23:09:50.951419,129.0884,129.05698
2026-04-24 23:09:51.951419,129.2335,128.98434
2026-04-24 23:09:52.951419,129.2838,128.86868
