timestamp,actual,forecasted
2026-04-25 01:00:54.036641,1.11,1.1030775
2026-04-25 01:01:04.036641,1.1099,1.1061279
2026-04-25 01:01:14.036641,1.1104,1.1055267
2026-04-25 01:01:24.036641,1.11,1.1074622
2026-04-25 01:01:34.036641,1.1107,1.1091789
2026-04-25 01:01:44.036641,1.1108,1.1108147
2026-04-25 01:01:54.036641,1.112,1.1112208
2026-04-25 01:02:04.036641,1.1124,1.1122417
2026-04-25 01:02:14.036641,1.1121,1.1120652
2026-04-25 01:02:24.036641,1.1118,1.1136028
2026-04-25 01:02:34.036641,1.1073,1.1128839
2026-04-25 01:02:44.036641,1.1033,1.1143718
2026-04-25 01:02:54.036641,1.0996,1.1130304
2026-04-25 01:03:04.036641,1.0967,1.1125762
2026-04-25 01:03:14.036641,1.0928,1.1105373
2026-04-25 01:03:24.036641,1.0892,1.1054307
2026-04-25 01:03:34.036641,1.0854,1.0986215
2026-04-25 01:03:44.036641,1.0809,1.0965939
2026-04-25 01:03:54.036641,1.0769,1.0937332
2026-04-25 01:04:04.036641,1.0735,1.0920826
2026-04-25 01:04:14.036641,1.0764,1.0896704
2026-04-25 01:04:24.036641,1.0787,1.0866815
2026-04-25 01:04:34.036641,1.0817,1.0824732
2026-04-25 01:04:44.036641,1.0837,1.0778592
2026-04-25 01:04:54.036641,1.0865,1.0756716
2026-04-25 01:05:04.036641,1.0844,1.0799654
2026-04-25 01:05:14.036641,1.0851,1.0826114
2026-04-25 01:05:24.036641,1.0831,1.0847167
2026-04-25 01:05:34.036641,1.0828,1.0876364
2026-04-25 01:05:44.036641,1.0821,1.0878447
2026-04-25 01:05:54.036641,1.0776,1.0868409
2026-04-25 01:06:04.036641,1.0738,1.0864056
2026-04-25 01:06:14.036641,1.0694,1.0842675
2026-04-25 01:06:24.036641,1.0652,1.0843015
2026-04-25 01:06:34.036641,1.0622,1.0835407
2026-04-25 01:06:44.036641,1.0578,1.0807585
2026-04-25 01:06:54.036641,1.0551,1.0766684
2026-04-25 01:07:04.036641,1.0515,1.0728011
2026-04-25 01:07:14.036641,1.0491,1.0692493
2026-04-25 01:07:24.036641,1.0462,1.067587
2026-04-25 01:07:34.036641,1.0469,1.0633228
2026-04-25 01:07:44.036641,1.0487,1.0620091
2026-04-25 01:07:54.036641,1.0473,1.059051
2026-04-25 01:08:04.036641,1.0485,1.0533209
2026-04-25 01:08:14.036641,1.0492,1.0513527
2026-04-25 01:08:24.036641,1.0493,1.0521765
2026-04-25 01:08:34.036641,1.0478,1.0547272
2026-04-25 01:08:44.036641,1.0484,1.0534636
2026-04-25 01:08:54.036641,1.048,1.0535886
2026-04-25 01:09:04.036641,1.0473,1.0546968
2026-04-25 01:09:14.036641,1.0459,1.0554147
2026-04-25 01:09:24.036641,1.0449,1.053901
2026-04-25 01:09:34.036641,1.0442,1.0553282
2026-04-25 01:09:44.036641,1.0423,1.0536634
2026-04-25 01:09:54.036641,1.0431,1.0518038
2026-04-25 01:10:04.036641,1.0464,1.0508007
2026-04-25 01:10:14.036641,1.052,1.0493267
2026-04-25 01:10:24.036641,1.0563,1.0484204
2026-04-25 01:10:34.036641,1.061,1.0459731
2026-04-25 01:10:44.036641,1.0654,1.0457703
2026-04-25 01:10:54.036641,1.0704,1.049694
2026-04-25 01:11:04.036641,1.0739,1.0553393
2026-04-25 01:11:14.036641,1.0772,1.061008
2026-04-25 01:11:24.036641,1.0821,1.0660279
2026-04-25 01:11:34.036641,1.085,1.0699091
2026-04-25 01:11:44.036641,1.0844,1.0749333
2026-04-25 01:11:54.036641,1.082,1.0790589
2026-04-25 01:12:04.036641,1.0816,1.0814612
2026-04-25 01:12:14.036641,1.0823,1.0869474
2026-04-25 01:12:24.036641,1.0804,1.0890288
2026-04-25 01:12:34.036641,1.0766,1.0871673
2026-04-25 01:12:44.036641,1.0725,1.0854337
2026-04-25 01:12:54.036641,1.0695,1.0831414
2026-04-25 01:13:04.036641,1.0635,1.0832305
2026-04-25 01:13:14.036641,1.0601,1.0810786
2026-04-25 01:13:24.036641,1.0603,1.0754721
2026-04-25 01:13:34.036641,1.0591,1.0711024
2026-04-25 01:13:44.036641,1.0574,1.0682982
2026-04-25 01:13:54.036641,1.0568,1.0633514
2026-04-25 01:14:04.036641,1.0557,1.0593779
2026-04-25 01:14:14.036641,1.0553,1.0600797
2026-04-25 01:14:24.036641,1.0541,1.0602894
2026-04-25 01:14:34.036641,1.0536,1.0598358
2026-04-25 01:14:44.036641,1.054,1.0612904
2026-04-25 01:14:54.036641,1.0537,1.0629131
2026-04-25 01:15:04.036641,1.0524,1.0628515
2026-04-25 01:15:14.036641,1.0487,1.0612457
2026-04-25 01:15:24.036641,1.0462,1.0607964
2026-04-25 01:15:34.036641,1.0439,1.0604044
2026-04-25 01:15:44.036641,1.0413,1.0599273
2026-04-25 01:15:54.036641,1.0391,1.0581483
2026-04-25 01:16:04.036641,1.0356,1.0561682
2026-04-25 01:16:14.036641,1.034,1.0524876
2026-04-25 01:16:24.036641,1.0327,1.0491011
2026-04-25 01:16:34.036641,1.0306,1.0465461
2026-04-25 01:16:44.036641,1.0327,1.0440285
2026-04-25 01:16:54.036641,1.0341,1.0427244
2026-04-25 01:17:04.036641,1.0351,1.0425359
2026-04-25 01:17:14.036641,1.0369,1.0413902
2026-04-25 01:17:24.036641,1.0387,1.040021
2026-04-25 01:17:34.036641,1.0398,1.0406585
2026-04-25 01:17:44.036641,1.0403,1.0420343
2026-04-25 01:17:54.036641,1.0405,1.0437123
2026-04-25 01:18:04.036641,1.043,1.0448256
2026-04-25 01:18:14.036641,1.0427,1.045859
2026-04-25 01:18:24.036641,1.0438,1.0473288
2026-04-25 01:18:34.036641,1.0465,1.049253
2026-04-25 01:18:44.036641,1.0493,1.049939
2026-04-25 01:18:54.036641,1.052,1.0526117
2026-04-25 01:19:04.036641,1.0551,1.0498362
2026-04-25 01:19:14.036641,1.0564,1.0494391
2026-04-25 01:19:24.036641,1.0579,1.0537215
2026-04-25 01:19:34.036641,1.0586,1.0576906
2026-04-25 01:19:44.036641,1.0609,1.0602329
2026-04-25 01:19:54.036641,1.0617,1.063689
2026-04-25 01:20:04.036641,1.0603,1.0647538
2026-04-25 01:20:14.036641,1.0595,1.0641009
2026-04-25 01:20:24.036641,1.06,1.0620767
2026-04-25 01:20:34.036641,1.06,1.0668714
2026-04-25 01:20:44.036641,1.0586,1.0687381
2026-04-25 01:20:54.036641,1.0598,1.0659276
2026-04-25 01:21:04.036641,1.0614,1.0649115
2026-04-25 01:21:14.036641,1.0627,1.0641816
2026-04-25 01:21:24.036641,1.0636,1.0625046
2026-04-25 01:21:34.036641,1.0674,1.0615214
2026-04-25 01:21:44.036641,1.0666,1.0617863
2026-04-25 01:21:54.036641,1.0657,1.0656526
2026-04-25 01:22:04.036641,1.0662,1.0668387
2026-04-25 01:22:14.036641,1.066,1.0677683
2026-04-25 01:22:24.036641,1.0649,1.0681533
2026-04-25 01:22:34.036641,1.068,1.0681998
2026-04-25 01:22:44.036641,1.0714,1.0669427
2026-04-25 01:22:54.036641,1.0755,1.0681252
2026-04-25 01:23:04.036641,1.0805,1.0672227
2026-04-25 01:23:14.036641,1.0848,1.067412
2026-04-25 01:23:24.036641,1.0828,1.0690038
2026-04-25 01:23:34.036641,1.0785,1.0738758
2026-04-25 01:23:44.036641,1.0753,1.0765073
2026-04-25 01:23:54.036641,1.0715,1.0822346
2026-04-25 01:24:04.036641,1.0684,1.0834545
2026-04-25 01:24:14.036641,1.0648,1.0821087
2026-04-25 01:24:24.036641,1.0588,1.0784495
2026-04-25 01:24:34.036641,1.0539,1.077231
2026-04-25 01:24:44.036641,1.0487,1.0739605
2026-04-25 01:24:54.036641,1.0442,1.0693221
2026-04-25 01:25:04.036641,1.0491,1.0642745
2026-04-25 01:25:14.036641,1.053,1.0584283
2026-04-25 01:25:24.036641,1.0565,1.0546972
2026-04-25 01:25:34.036641,1.06,1.0518194
2026-04-25 01:25:44.036641,1.0627,1.0459869
2026-04-25 01:25:54.036641,1.0589,1.0515782
2026-04-25 01:26:04.036641,1.0564,1.0554985
2026-04-25 01:26:14.036641,1.0529,1.06069
2026-04-25 01:26:24.036641,1.0488,1.0640684
2026-04-25 01:26:34.036641,1.0463,1.0661379
2026-04-25 01:26:44.036641,1.0406,1.0636986
2026-04-25 01:26:54.036641,1.037,1.0598693
2026-04-25 01:27:04.036641,1.0344,1.0572255
2026-04-25 01:27:14.036641,1.0296,1.0535182
2026-04-25 01:27:24.036641,1.0273,1.0507183
2026-04-25 01:27:34.036641,1.0251,1.0463523
2026-04-25 01:27:44.036641,1.0212,1.0430666
2026-04-25 01:27:54.036641,1.018,1.0404965
2026-04-25 01:28:04.036641,1.0144,1.0367091
2026-04-25 01:28:14.036641,1.0124,1.0360692
2026-04-25 01:28:24.036641,1.009,1.0346835
2026-04-25 01:28:34.036641,1.0072,1.0300736
2026-04-25 01:28:44.036641,1.0068,1.0282917
2026-04-25 01:28:54.036641,1.0039,1.0268289
2026-04-25 01:29:04.036641,1.0041,1.0252124
2026-04-25 01:29:14.036641,1.0064,1.0223356
2026-04-25 01:29:24.036641,1.0089,1.0222056
2026-04-25 01:29:34.036641,1.01,1.0213348
2026-04-25 01:29:44.036641,1.0121,1.0166606
2026-04-25 01:29:54.036641,1.0153,1.016235
2026-04-25 01:30:04.036641,1.018,1.0183985
2026-04-25 01:30:14.036641,1.0208,1.0216416
2026-04-25 01:30:24.036641,1.0229,1.0239742
2026-04-25 01:30:34.036641,1.0254,1.0265913
2026-04-25 01:30:44.036641,1.0281,1.0290741
2026-04-25 01:30:54.036641,1.0283,1.030147
2026-04-25 01:31:04.036641,1.031,1.0325203
2026-04-25 01:31:14.036641,1.031,1.0335509
2026-04-25 01:31:24.036641,1.0303,1.0360241
2026-04-25 01:31:34.036641,1.0301,1.0378376
2026-04-25 01:31:44.036641,1.0263,1.0376263
2026-04-25 01:31:54.036641,1.0228,1.0384648
2026-04-25 01:32:04.036641,1.0209,1.0385722
2026-04-25 01:32:14.036641,1.0181,1.0379869
2026-04-25 01:32:24.036641,1.0147,1.0376334
2026-04-25 01:32:34.036641,1.0177,1.0347472
2026-04-25 01:32:44.036641,1.0201,1.0322881
2026-04-25 01:32:54.036641,1.0219,1.0310423
2026-04-25 01:33:04.036641,1.0254,1.0290862
2026-04-25 01:33:14.036641,1.027,1.0256125
2026-04-25 01:33:24.036641,1.0229,1.0275394
2026-04-25 01:33:34.036641,1.021,1.0303683
2026-04-25 01:33:44.036641,1.0158,1.0330353
2026-04-25 01:33:54.036641,1.0139,1.0354209
2026-04-25 01:34:04.036641,1.0098,1.036594
2026-04-25 01:34:14.036641,1.0091,1.0335017
2026-04-25 01:34:24.036641,1.0087,1.031363
2026-04-25 01:34:34.036641,1.011,1.0268717
2026-04-25 01:34:44.036641,1.0116,1.0251794
2026-04-25 01:34:54.036641,1.0126,1.0217104
2026-04-25 01:35:04.036641,1.0128,1.0212166
2026-04-25 01:35:14.036641,1.0146,1.0221789
2026-04-25 01:35:24.036641,1.0154,1.0222899
2026-04-25 01:35:34.036641,1.0158,1.0250273
2026-04-25 01:35:44.036641,1.0183,1.0249345
2026-04-25 01:35:54.036641,1.0247,1.0245906
2026-04-25 01:36:04.036641,1.0945,1.0266725
2026-04-25 01:36:14.036641,1.0979,1.0282716
2026-04-25 01:36:24.036641,1.1016,1.0281124
2026-04-25 01:36:34.036641,1.105,1.0311339
2026-04-25 01:36:44.036641,1.1033,1.034759
2026-04-25 01:36:54.036641,1.1038,1.0936219
2026-04-25 01:37:04.036641,1.1033,1.1000013
2026-04-25 01:37:14.036641,1.1039,1.1031188
2026-04-25 01:37:24.036641,1.1395,1.1042796
2026-04-25 01:37:34.036641,1.1336,1.1053559
2026-04-25 01:37:44.036641,1.1271,1.1067494
2026-04-25 01:37:54.036641,1.1212,1.103192
2026-04-25 01:38:04.036641,1.1147,1.1041969
2026-04-25 01:38:14.036641,1.1092,1.1314226
2026-04-25 01:38:24.036641,1.1098,1.1309623
2026-04-25 01:38:34.036641,1.1114,1.12663
2026-04-25 01:38:44.036641,1.1137,1.1184398
2026-04-25 01:38:54.036641,1.1145,1.1104314
2026-04-25 01:39:04.036641,1.1147,1.1093669
2026-04-25 01:39:14.036641,1.1113,1.1031983
2026-04-25 01:39:24.036641,1.1078,1.1048017
2026-04-25 01:39:34.036641,1.105,1.1071125
2026-04-25 01:39:44.036641,1.1031,1.1093948
2026-04-25 01:39:54.036641,1.1,1.1109393
2026-04-25 01:40:04.036641,1.0956,1.1074464
2026-04-25 01:40:14.036641,1.0929,1.1030641
2026-04-25 01:40:24.036641,1.0911,1.1028937
2026-04-25 01:40:34.036641,1.0863,1.1005832
2026-04-25 01:40:44.036641,1.083,1.0992055
2026-04-25 01:40:54.036641,1.0857,1.0980132
2026-04-25 01:41:04.036641,1.0466,1.0955135
2026-04-25 01:41:14.036641,1.0508,1.0928361
2026-04-25 01:41:24.036641,1.054,1.0891991
2026-04-25 01:41:34.036641,1.0581,1.0846745
2026-04-25 01:41:44.036641,1.059,1.086294
2026-04-25 01:41:54.036641,1.0583,1.055253
2026-04-25 01:42:04.036641,1.0591,1.055208
2026-04-25 01:42:14.036641,1.061,1.0589913
2026-04-25 01:42:24.036641,1.0624,1.0626419
2026-04-25 01:42:34.036641,1.062,1.063123
2026-04-25 01:42:44.036641,1.0629,1.0639191
2026-04-25 01:42:54.036641,1.063,1.0670123
2026-04-25 01:43:04.036641,1.0628,1.0701772
2026-04-25 01:43:14.036641,1.0646,1.0677578
2026-04-25 01:43:24.036641,1.0604,1.0656534
2026-04-25 01:43:34.036641,1.0572,1.0661263
2026-04-25 01:43:44.036641,1.0539,1.0678123
2026-04-25 01:43:54.036641,1.0492,1.0692838
2026-04-25 01:44:04.036641,1.0445,1.0692116
2026-04-25 01:44:14.036641,1.0422,1.0673803
2026-04-25 01:44:24.036641,1.0408,1.0626441
2026-04-25 01:44:34.036641,1.0404,1.0578121
2026-04-25 01:44:44.036641,1.0402,1.0546167
2026-04-25 01:44:54.036641,1.0389,1.0523323
2026-04-25 01:45:04.036641,1.0402,1.0512339
2026-04-25 01:45:14.036641,1.0428,1.0494908
2026-04-25 01:45:24.036641,1.0445,1.0507483
2026-04-25 01:45:34.036641,1.0454,1.049445
2026-04-25 01:45:44.036641,1.0481,1.0486199
2026-04-25 01:45:54.036641,1.0487,1.047789
2026-04-25 01:46:04.036641,1.0491,1.0502746
2026-04-25 01:46:14.036641,1.0492,1.0526277
2026-04-25 01:46:24.036641,1.0485,1.0511985
2026-04-25 01:46:34.036641,1.0485,1.0537442
2026-04-25 01:46:44.036641,1.0459,1.0535139
2026-04-25 01:46:54.036641,1.0439,1.0532671
2026-04-25 01:47:04.036641,1.0413,1.0527493
2026-04-25 01:47:14.036641,1.0391,1.053196
2026-04-25 01:47:24.036641,1.037,1.0543597
2026-04-25 01:47:34.036641,1.0375,1.0507728
2026-04-25 01:47:44.036641,1.039,1.0494881
2026-04-25 01:47:54.036641,1.0395,1.0478656
2026-04-25 01:48:04.036641,1.0403,1.044944
2026-04-25 01:48:14.036641,1.0415,1.0447572
2026-04-25 01:48:24.036641,1.0389,1.0456439
2026-04-25 01:48:34.036641,1.0341,1.0489808
2026-04-25 01:48:44.036641,1.0308,1.0490476
2026-04-25 01:48:54.036641,1.0277,1.0481198
2026-04-25 01:49:04.036641,1.0246,1.0488837
2026-04-25 01:49:14.036641,1.026,1.0459567
2026-04-25 01:49:24.036641,1.0269,1.0424511
2026-04-25 01:49:34.036641,1.0297,1.0399504
2026-04-25 01:49:44.036641,1.0301,1.0342537
2026-04-25 01:49:54.036641,1.031,1.0323459
2026-04-25 01:50:04.036641,1.0328,1.0352095
2026-04-25 01:50:14.036641,1.0321,1.0362754
2026-04-25 01:50:24.036641,1.0315,1.0406075
2026-04-25 01:50:34.036641,1.0311,1.0409567
2026-04-25 01:50:44.036641,1.0321,1.0429459
2026-04-25 01:50:54.036641,1.0308,1.0438197
2026-04-25 01:51:04.036641,1.0299,1.0427301
2026-04-25 01:51:14.036641,1.0287,1.0444598
2026-04-25 01:51:24.036641,1.0259,1.042762
2026-04-25 01:51:34.036641,1.0247,1.0409911
2026-04-25 01:51:44.036641,1.0241,1.0391358
2026-04-25 01:51:54.036641,1.0226,1.0372338
2026-04-25 01:52:04.036641,1.0204,1.037088
2026-04-25 01:52:14.036641,1.0184,1.0352999
2026-04-25 01:52:24.036641,1.0169,1.0329325
2026-04-25 01:52:34.036641,1.0208,1.0323484
2026-04-25 01:52:44.036641,1.0242,1.031731
2026-04-25 01:52:54.036641,1.0259,1.029191
2026-04-25 01:53:04.036641,1.0269,1.0265039
2026-04-25 01:53:14.036641,1.0308,1.0258962
2026-04-25 01:53:24.036641,1.0329,1.0306731
2026-04-25 01:53:34.036641,1.036,1.0338631
2026-04-25 01:53:44.036641,1.0384,1.033829
2026-04-25 01:53:54.036641,1.0401,1.0365688
2026-04-25 01:54:04.036641,1.0411,1.0382309
2026-04-25 01:54:14.036641,1.0405,1.0417054
2026-04-25 01:54:24.036641,1.0401,1.0434546
2026-04-25 01:54:34.036641,1.0386,1.0463138
2026-04-25 01:54:44.036641,1.0367,1.0471483
2026-04-25 01:54:54.036641,1.0344,1.0484985
2026-04-25 01:55:04.036641,1.0361,1.0473019
2026-04-25 01:55:14.036641,1.0383,1.0473068
2026-04-25 01:55:24.036641,1.0399,1.0456879
2026-04-25 01:55:34.036641,1.0443,1.0439252
2026-04-25 01:55:44.036641,1.0457,1.0395546
2026-04-25 01:55:54.036641,1.043,1.0392138
2026-04-25 01:56:04.036641,1.0408,1.0424309
2026-04-25 01:56:14.036641,1.0403,1.0445497
2026-04-25 01:56:24.036641,1.0369,1.0474378
2026-04-25 01:56:34.036641,1.0341,1.049751
2026-04-25 01:56:44.036641,1.0345,1.0486772
2026-04-25 01:56:54.036641,1.0353,1.047846
2026-04-25 01:57:04.036641,1.0376,1.0457128
2026-04-25 01:57:14.036641,1.0401,1.0426943
2026-04-25 01:57:24.036641,1.0427,1.0404181
2026-04-25 01:57:34.036641,1.0423,1.0392928
2026-04-25 01:57:44.036641,1.0428,1.0414596
2026-04-25 01:57:54.036641,1.0439,1.0434594
2026-04-25 01:58:04.036641,1.0426,1.0473757
2026-04-25 01:58:14.036641,1.0421,1.0479679
2026-04-25 01:58:24.036641,1.0462,1.047551
2026-04-25 01:58:34.036641,1.0507,1.0460505
2026-04-25 01:58:44.036641,1.0554,1.045839
2026-04-25 01:58:54.036641,1.0603,1.0453644
2026-04-25 01:59:04.036641,1.0637,1.0461075
2026-04-25 01:59:14.036641,1.065,1.0502899
2026-04-25 01:59:24.036641,1.0653,1.0551373
2026-04-25 01:59:34.036641,1.1022,1.05894
2026-04-25 01:59:44.036641,1.1015,1.065028
2026-04-25 01:59:54.036641,1.1028,1.0668995
2026-04-25 02:00:04.036641,1.0993,1.0688539
2026-04-25 02:00:14.036641,1.0949,1.071105
2026-04-25 02:00:24.036641,1.0908,1.1007891
2026-04-25 02:00:34.036641,1.0876,1.103887
2026-04-25 02:00:44.036641,1.0859,1.1045458
2026-04-25 02:00:54.036641,1.0808,1.1016085
2026-04-25 02:01:04.036641,1.0766,1.0988914
2026-04-25 02:01:14.036641,1.0717,1.093308
2026-04-25 02:01:24.036641,1.0677,1.0864317
2026-04-25 02:01:34.036641,1.0638,1.085178
2026-04-25 02:01:44.036641,1.0665,1.0805674
2026-04-25 02:01:54.036641,1.0677,1.0767581
2026-04-25 02:02:04.036641,1.0676,1.073733
2026-04-25 02:02:14.036641,1.0683,1.0686712
2026-04-25 02:02:24.036641,1.0711,1.063646
2026-04-25 02:02:34.036641,1.0674,1.0665823
2026-04-25 02:02:44.036641,1.0644,1.068052
2026-04-25 02:02:54.036641,1.0613,1.0706345
2026-04-25 02:03:04.036641,1.057,1.0702682
2026-04-25 02:03:14.036641,1.0521,1.0752515
2026-04-25 02:03:24.036641,1.0551,1.0720861
2026-04-25 02:03:34.036641,1.0568,1.0673937
2026-04-25 02:03:44.036641,1.062,1.0656679
2026-04-25 02:03:54.036641,1.0657,1.0635003
2026-04-25 02:04:04.036641,1.07,1.0573609
2026-04-25 02:04:14.036641,1.0718,1.058827
2026-04-25 02:04:24.036641,1.074,1.0612674
2026-04-25 02:04:34.036641,1.0742,1.0648711
2026-04-25 02:04:44.036641,1.0739,1.0670816
2026-04-25 02:04:54.036641,1.0733,1.0713778
2026-04-25 02:05:04.036641,1.0732,1.0737357
2026-04-25 02:05:14.036641,1.0732,1.0748638
2026-04-25 02:05:24.036641,1.0723,1.0755767
2026-04-25 02:05:34.036641,1.071,1.074217
2026-04-25 02:05:44.036641,1.0708,1.0720657
2026-04-25 02:05:54.036641,1.073,1.074073
2026-04-25 02:06:04.036641,1.0756,1.0736567
2026-04-25 02:06:14.036641,1.0787,1.0715797
2026-04-25 02:06:24.036641,1.0817,1.0723715
2026-04-25 02:06:34.036641,1.0831,1.0729747
2026-04-25 02:06:44.036641,1.0818,1.0760738
2026-04-25 02:06:54.036641,1.0813,1.0774361
2026-04-25 02:07:04.036641,1.0791,1.0796591
2026-04-25 02:07:14.036641,1.0773,1.0855083
2026-04-25 02:07:24.036641,1.0747,1.0850776
2026-04-25 02:07:34.036641,1.0749,1.084263
2026-04-25 02:07:44.036641,1.0754,1.0835105
2026-04-25 02:07:54.036641,1.0764,1.0815386
2026-04-25 02:08:04.036641,1.0784,1.0781598
2026-04-25 02:08:14.036641,1.0798,1.0762341
2026-04-25 02:08:24.036641,1.0782,1.07551
2026-04-25 02:08:34.036641,1.076,1.0776013
2026-04-25 02:08:44.036641,1.0741,1.0789483
2026-04-25 02:08:54.036641,1.0731,1.0798088
2026-04-25 02:09:04.036641,1.0703,1.0811613
